Order_Date,Region,Product_ID,Category,Sub_Category,Sales,Profit,Inventory_Days
2021-07-22,East,P00908,Clothing,Pants,142.07,35.39,80
2020-06-08,West,P00365,Clothing,Shirts,850.09,18.11,116
2022-04-18,South,P00037,Clothing,Shoes,223.33,111.41,335
2021-04-08,South,P00887,Furniture,Chairs,544.89,-66.27,248
2021-10-12,East,P00316,Toys,Puzzles,613.77,172.4,102
2020-07-26,South,P00961,Electronics,Phones,579.34,-120.43,292
2024-01-11,East,P00480,Furniture,Tables,395.23,57.75,331
2023-11-20,South,P00806,Groceries,Vegetables,546.78,224.92,226
2021-06-16,West,P00498,Groceries,Vegetables,350,7.25,173
2021-04-28,West,P00008,Groceries,Vegetables,943.8,262.69,157
2022-12-18,North,P00973,Toys,Action Figures,300.74,9.79,112
2021-06-07,West,P00601,Clothing,Shoes,145.26,-3.18,30
2020-02-27,East,P00186,Toys,Puzzles,62.81,1.19,78
2021-02-07,East,P00679,Electronics,Accessories,464.02,119.53,363
2022-03-12,West,P00830,Clothing,Pants,330.67,36.79,303
2021-05-13,East,P00856,Groceries,Fruits,548.1,204.13,174
2021-01-05,East,P00881,Electronics,Laptops,949.45,86.17,251
2021-12-01,North,P00483,Groceries,Beverages,341.87,-91.06,2
2022-03-15,West,P00138,Toys,Board Games,931.82,-10.1,244
2021-04-13,West,P00048,Clothing,Shirts,182.37,0.46,71
2020-11-28,0,P00826,Clothing,Shoes,149.65,40.03,113
2021-01-02,East,P00585,Toys,Puzzles,409.2,109.25,16
2023-12-23,South,P00253,Groceries,Vegetables,224.07,-54.77,193
2020-01-05,North,P00036,Toys,Action Figures,374.22,-11.47,184
2022-12-15,West,P00383,Furniture,Chairs,580.75,273.58,209
2021-10-17,East,P00894,Electronics,Accessories,971.69,-226.46,8
2020-06-05,East,P00430,Clothing,Pants,785.27,-15.64,179
2021-11-07,North,P00315,Toys,Action Figures,852.92,362.49,242
2024-01-14,East,P00676,Electronics,Phones,551.32,162.57,55
2023-05-24,West,P00024,Electronics,Laptops,834.43,-169.21,186
2021-08-07,North,P00736,Furniture,Chairs,486.46,29.43,208
2021-12-16,North,P00715,Groceries,Fruits,52.57,-10.65,282
2024-01-29,East,P00644,Toys,Puzzles,953.65,-148.55,9
2020-04-18,East,P00739,Clothing,Pants,814.12,198.08,55
2023-09-30,West,P00945,Furniture,Tables,529.34,-64.47,127
2021-01-30,West,P00548,Toys,Board Games,823.43,-166.47,111
2023-12-16,South,P00117,Furniture,Tables,342.17,-10.29,221
2021-02-17,South,P00483,Clothing,Shoes,0,39.74,260
2021-01-04,West,P00277,Clothing,Shirts,119.85,-3,271
2021-07-22,0,P00280,Groceries,Fruits,889.13,308.27,199
2020-05-17,South,P00191,Clothing,Shirts,726.97,-5.04,252
2020-10-31,West,P00631,Furniture,Chairs,783.68,-140.07,52
2020-04-20,South,P00509,Groceries,Vegetables,312.51,30.13,30
2020-04-30,North,P00083,Furniture,Beds,33.05,-0.52,69
2023-01-25,West,P00337,Toys,Puzzles,643.16,148.58,52
2021-01-24,West,P00997,Toys,Action Figures,341.76,133.44,91
2021-12-11,East,P00350,Furniture,Chairs,681.93,53.36,150
2024-01-27,West,P00718,Clothing,Shoes,342.8,-22.13,116
2021-09-08,North,P00437,Electronics,Accessories,761.32,-66.51,298
2022-09-10,West,P00012,Electronics,Phones,139.43,-17.84,183
2022-06-06,East,P00432,Clothing,Shoes,923.45,-181.55,201
2023-02-11,West,P00016,Furniture,Tables,950.46,327.44,269
2023-01-27,North,P00278,Toys,Board Games,892.35,186.23,243
2020-05-21,West,P00641,Groceries,Fruits,175.43,0,149
2022-08-01,West,P00631,Toys,Action Figures,840.03,322.92,190
2021-08-08,East,P00260,Groceries,Vegetables,970.12,-271.63,216
2023-04-22,East,P00910,Toys,Puzzles,929.52,-50.57,87
2023-01-28,West,P00117,Toys,Puzzles,556.26,-44.92,152
2024-01-09,East,P00563,Groceries,Beverages,59.42,-12.33,138
2020-06-13,East,P00164,Electronics,Accessories,762.95,67.49,164
2023-04-10,West,P00602,Clothing,Shoes,455.53,76.08,136
2022-10-23,West,P00177,Furniture,Chairs,911.64,248.46,331
2020-01-24,South,P00482,Groceries,Vegetables,702.19,-198.02,294
2021-01-27,East,P00401,Furniture,Chairs,0,284.12,32
2022-09-12,South,P00087,Furniture,Chairs,824.23,85.48,191
2022-12-20,South,P00357,Toys,Action Figures,730.02,-61.58,111
2021-12-14,East,P00512,Electronics,Phones,389.04,47.12,252
2021-03-05,West,P00669,Electronics,Phones,293.32,-28.83,339
2022-01-18,South,P00757,Toys,Action Figures,584.61,-140.79,93
2021-03-03,East,P00938,Toys,Board Games,890.8,166.54,223
2020-04-17,East,P00291,Groceries,Vegetables,176.84,11.45,233
2024-02-06,North,P00593,Toys,Puzzles,305.82,118.26,316
2021-06-13,West,P00271,Clothing,Pants,633.34,212.87,301
2022-04-20,East,P00163,Groceries,Beverages,53.16,-2.96,52
2023-12-04,East,P00604,Electronics,Laptops,951.6,-226.84,270
2020-02-21,North,P00512,Electronics,Accessories,343.34,-63.32,257
2020-06-24,East,P00374,Electronics,Phones,992.33,17.3,14
2020-10-16,East,P00264,Furniture,Beds,180.59,-37.44,259
2023-03-15,South,P00312,Furniture,Chairs,538.76,-67.55,351
2021-10-31,North,P00410,Clothing,Shoes,507.5,-42.15,281
2022-04-05,West,P00786,Groceries,Beverages,127.21,38.78,103
2022-02-26,South,P00254,Clothing,Pants,452.45,129.95,37
2021-11-15,East,P00514,Clothing,Pants,575.04,182.7,282
2021-03-20,West,P00637,Toys,Board Games,886.27,-234.02,29
2022-04-01,North,P00313,Electronics,Laptops,469.62,207.45,283
2022-08-26,South,P00865,Furniture,Beds,98.98,-19.25,113
2022-07-11,East,P00129,Furniture,Tables,984.62,143.33,87
2021-11-24,East,P00828,Electronics,Accessories,156.9,32.77,132
2022-01-03,South,P00020,Toys,Puzzles,996.77,0.19,98
2023-04-01,South,P00040,Toys,Action Figures,204.84,-58.85,156
2020-12-05,South,P00299,Groceries,Vegetables,692.67,18.75,185
2020-04-14,South,P00219,Groceries,Beverages,276.04,61.18,117
2020-10-03,North,P00233,Electronics,Phones,260.22,-13.24,282
2022-10-11,East,P00593,Electronics,Accessories,755.73,233.25,84
2023-07-21,South,P00320,Furniture,Tables,576.43,89.66,181
2022-10-07,South,P00289,Furniture,Beds,200.6,59.4,106
2021-04-17,East,P00082,Clothing,Pants,0,-53.29,181
2021-03-28,North,P00011,Groceries,Vegetables,701.9,297.14,275
2023-11-16,South,P00378,Clothing,Pants,711.49,141.41,25
2022-11-28,West,P00923,Groceries,Beverages,716.91,-47.25,211
2020-05-06,North,P00743,Toys,Board Games,595.74,-30.74,257
2021-05-17,East,P00961,Electronics,Laptops,47.92,-8.16,15
2022-12-30,East,P00025,Electronics,Phones,52.36,-5.48,305
2021-04-28,East,P00585,Groceries,Beverages,538,207.88,245
2020-05-26,South,P00280,Groceries,Fruits,223.45,4.34,193
2020-09-13,North,P00104,Groceries,Vegetables,868.97,-29.44,175
2023-01-04,West,P00222,Clothing,Pants,910.62,97.8,279
2023-11-29,East,P00301,Electronics,Laptops,120.68,18.37,51
2023-02-06,East,P00409,Electronics,Accessories,643.03,37.3,0
2022-08-10,North,P00066,Furniture,Tables,709.62,294.08,337
2022-01-13,South,P00090,Groceries,Vegetables,519.18,175.9,298
2020-05-04,West,P00938,Furniture,Chairs,247.09,-30.4,239
2020-03-01,North,P00111,Toys,Action Figures,312.95,-61.98,176
2022-02-16,South,P00932,Electronics,Laptops,168.5,1.23,23
2022-01-06,South,P00888,Toys,Board Games,303.12,45.25,276
2023-06-04,West,P00434,Furniture,Beds,707.36,190.81,229
2022-09-24,East,P00427,Toys,Action Figures,872.1,345.43,176
2020-09-07,South,P00518,Clothing,Shoes,435.56,92.89,241
2021-01-19,East,P00435,Clothing,Shirts,15.6,7.7,71
2023-05-06,East,P00351,Furniture,Tables,591.5,35.29,11
2020-07-22,East,P00089,Toys,Puzzles,482.03,-93.48,196
2020-05-11,South,P00738,Toys,Puzzles,782.39,-52.85,174
2020-12-14,0,P00759,Furniture,Chairs,993.24,492.5,63
2023-01-18,East,P00622,Electronics,Phones,532.13,-91.36,70
2020-06-29,West,P00423,Furniture,Tables,965.83,437.22,255
2023-02-22,East,P00635,Toys,Action Figures,439.72,64.54,183
2023-11-30,South,P00823,Toys,Action Figures,520.39,81.06,213
2022-12-31,South,P00123,Clothing,Shirts,775.58,121.27,317
2023-06-03,North,P00721,Clothing,Shoes,922.91,208,36
2023-11-06,South,P00591,Clothing,Pants,910.42,-135.84,269
2021-10-26,East,P00182,Electronics,Phones,297.58,-8.4,238
2021-09-13,West,P00886,Groceries,Fruits,173.09,-46.09,58
2021-09-28,West,P00686,Toys,Action Figures,789.09,54.8,330
2020-06-01,South,P00213,Furniture,Beds,537.87,-118.3,7
2022-09-03,South,P00038,Groceries,Vegetables,637.69,239.08,153
2020-03-18,East,P00788,Electronics,Laptops,106.73,20.57,145
2020-02-11,North,P00332,Furniture,Chairs,887.87,210.01,176
2021-01-26,North,P00853,Electronics,Phones,367.77,73.87,15
2020-02-20,East,P00589,Clothing,Shirts,815.93,-39.66,319
2022-09-01,North,P00526,Clothing,Shoes,935.92,-7.48,288
2020-11-27,East,P00539,Clothing,Shirts,954.59,402.72,82
2021-05-24,South,P00497,Clothing,Pants,128.8,16.17,70
2023-03-15,East,P00377,Electronics,Phones,280.28,56.38,257
2022-07-10,South,P00809,Toys,Action Figures,24.68,8.57,141
2020-11-14,North,P00445,Furniture,Beds,588.76,289.05,347
2022-01-20,East,P00176,Toys,Puzzles,90.47,-25.63,0
2020-10-10,South,P00894,Toys,Action Figures,704.48,192.39,144
2023-07-05,North,P00049,Electronics,Phones,404.06,-13.93,281
2020-02-28,North,P00702,Clothing,Pants,248.65,-43.85,353
2020-05-25,South,P00729,Furniture,Tables,432.41,89.91,209
2020-03-22,West,P00187,Furniture,Beds,128.57,33.43,260
2022-04-17,North,P00112,Furniture,Chairs,178.03,-53.39,9
2020-12-11,West,P00243,Toys,Puzzles,119.99,-12.59,321
2022-10-13,South,P00389,Electronics,Accessories,564.78,10.37,341
2021-12-31,South,P00242,Electronics,Laptops,356.54,19.7,153
2021-02-15,West,P00816,Electronics,Accessories,504.22,-15.34,188
2020-01-14,East,P00354,Toys,Puzzles,465.92,39.37,263
2024-01-02,South,P00044,Groceries,Vegetables,130.4,-32.33,266
2021-03-19,South,P00043,Toys,Puzzles,531.48,-118.65,234
2022-06-24,West,P00403,Toys,Action Figures,704.71,214.98,76
2020-07-06,West,P00648,Groceries,Vegetables,733.19,-86.51,158
2021-06-23,North,P00412,Toys,Puzzles,420.62,162.05,75
2020-06-02,South,P00360,Electronics,Laptops,211.12,91.98,58
2021-11-07,South,P00175,Furniture,Tables,139.03,-28.94,229
2021-04-16,North,P00275,Furniture,Tables,997.81,-104.02,290
2020-05-04,South,P00214,Toys,Board Games,737.04,183.52,181
2023-05-22,South,P00616,Groceries,Vegetables,107.45,51.96,49
2022-09-10,East,P00280,Toys,Puzzles,330.29,127.27,311
2021-10-30,0,P00428,Furniture,Chairs,246.33,62.04,209
2020-06-10,East,P00352,Groceries,Fruits,817.43,203.42,269
2020-09-27,East,P00562,Groceries,Vegetables,394.17,-59.72,356
2020-07-11,West,P00305,Toys,Puzzles,522.73,137.74,202
2023-01-05,West,P00514,Toys,Puzzles,489.5,-111.28,288
2021-03-30,North,P00273,Groceries,Beverages,196.01,-17.83,126
2020-09-25,South,P00170,Toys,Puzzles,925.37,334.06,187
2021-09-29,East,P00674,Toys,Puzzles,279.72,38.97,117
2021-01-11,East,P00999,Electronics,Accessories,164.81,40.73,144
2023-03-14,West,P00841,Groceries,Vegetables,126.38,47.45,3
2023-10-03,North,P00153,Electronics,Laptops,847.89,205.84,308
2023-06-13,South,P00036,Furniture,Tables,707.92,-8.42,347
2024-01-02,West,P00729,Toys,Board Games,166.25,-31.63,33
2020-12-03,South,P00779,Furniture,Beds,204.25,0,88
2021-01-16,South,P00773,Electronics,Phones,551.05,20.79,216
2022-12-27,East,P00865,Toys,Puzzles,265.16,79.93,114
2022-04-10,West,P00812,Toys,Action Figures,327.56,3.19,132
2022-05-27,East,P00143,Groceries,Beverages,843.12,37.83,0
2020-11-04,East,P00790,Groceries,Vegetables,38.04,9.75,85
2024-01-24,South,P00062,Furniture,Chairs,282.29,-52.66,72
2023-03-11,North,P00468,Clothing,Shoes,112.26,17.77,246
2021-06-09,West,P00522,Electronics,Accessories,397.81,68.19,259
2022-03-05,West,P00991,Groceries,Vegetables,183.47,58.67,4
2021-01-07,North,P00070,Clothing,Shirts,43.75,10.84,15
2021-01-19,West,P00713,Toys,Action Figures,960.41,-259.09,240
2021-05-13,South,P00888,Clothing,Pants,40.82,19.35,320
2022-12-20,North,P00664,Toys,Action Figures,314.25,141.69,156
2020-04-05,West,P00059,Furniture,Tables,657.76,-155.21,193
2020-08-01,South,P00010,Clothing,Shoes,775.94,95.4,239
2021-07-11,West,P00174,Furniture,Chairs,905.33,109.25,95
2023-05-20,South,P00809,Furniture,Chairs,979.46,458.26,62
2022-05-22,South,P00223,Toys,Board Games,887.06,335.39,137
2020-06-26,West,P00183,Clothing,Pants,270.81,-36.76,107
2022-11-27,North,P00405,Toys,Action Figures,910.86,393.92,294
2021-07-21,South,P00543,Toys,Action Figures,406.22,65.62,127
2021-09-13,East,P00237,Toys,Board Games,808.5,-50.77,134
2020-07-27,North,P00321,Groceries,Fruits,69.84,20.9,351
2020-07-06,South,P00770,Toys,Puzzles,453.41,-23.84,159
2024-01-03,South,P00048,Furniture,Beds,958.13,-264.32,15
2023-01-13,West,P00621,Toys,Puzzles,224.6,-58.61,27
2022-11-30,West,P00383,Electronics,Laptops,245.88,93.65,96
2022-11-01,South,P00369,Furniture,Beds,216.75,-30.9,32
2020-09-17,South,P00870,Electronics,Phones,364.14,136.74,206
2022-04-29,North,P00721,Groceries,Fruits,729.18,-163.02,337
2023-02-11,West,P00501,Toys,Action Figures,983.41,341.02,319
2020-10-09,West,P00608,Electronics,Phones,284.99,-10.3,359
2022-11-18,West,P00332,Clothing,Pants,900.15,253.2,302
2020-08-19,West,P00160,Toys,Puzzles,514.78,179.48,353
2020-02-03,West,P00241,Electronics,Phones,234.04,-66.97,278
2022-07-05,South,P00284,Furniture,Beds,952.78,318.6,73
2022-03-22,South,P00237,Clothing,Shoes,197.7,-54.28,171
2022-07-20,West,P00845,Electronics,Accessories,338.08,162.88,338
2023-10-21,South,P00808,Furniture,Chairs,77.58,2.66,167
2020-02-16,South,P00575,Furniture,Chairs,958.24,22.47,268
2020-02-06,South,P00037,Groceries,Vegetables,726.74,166.83,360
2022-01-25,North,P00761,Clothing,Pants,33.72,10.5,209
2022-08-26,East,P00563,Groceries,Fruits,629.33,-162.76,0
2020-12-12,North,P00292,Furniture,Chairs,83.59,-5.76,161
2020-03-22,North,P00458,Furniture,Beds,570.52,108.24,302
2020-08-05,South,P00116,Clothing,Shirts,748,155.1,307
2021-01-24,North,P00339,Clothing,Shoes,145.69,55.25,338
2020-09-09,East,P00704,Toys,Puzzles,863.68,-20.54,202
2021-07-18,West,P00790,Groceries,Vegetables,900.95,-234.4,352
2022-08-15,North,P00345,Clothing,Shoes,412.8,-37.33,257
2023-02-03,North,P00985,Groceries,Beverages,121.74,5.48,79
2022-06-19,North,P00929,Toys,Action Figures,849.09,260.79,129
2020-11-25,West,P00446,Furniture,Beds,443.24,210.35,212
2024-01-10,West,P00261,Toys,Action Figures,775.54,345.83,263
2020-01-31,East,P00955,Clothing,Pants,896.63,-99.37,330
2022-02-26,West,P00088,Clothing,Pants,478.3,163.41,302
2020-01-10,North,P00043,Electronics,Laptops,762.4,-15.86,6
2022-08-16,North,P00631,Toys,Board Games,825.22,-145.72,103
2021-04-27,North,P00174,Furniture,Chairs,334.27,146.58,318
2021-04-08,West,P00373,Groceries,Vegetables,583.48,95.08,152
2021-09-15,West,P00349,Electronics,Phones,468.88,89.42,68
2021-09-04,East,P00397,Toys,Board Games,324.58,-37.08,225
2020-11-17,East,P00157,Furniture,Beds,122.91,-2.69,318
2021-10-17,South,P00571,Clothing,Shoes,45.25,15.55,67
2021-10-04,West,P00859,Clothing,Shirts,109.87,18.67,140
2020-10-24,West,P00956,Furniture,Tables,673.48,-107.66,131
2020-05-23,East,P00353,Groceries,Beverages,652.01,-180.86,177
2021-05-14,West,P00555,Clothing,Shoes,780.95,225.99,70
2022-12-27,West,P00649,Furniture,Beds,435.25,39.15,263
2021-05-08,West,P00690,Toys,Board Games,82.19,28.16,8
2022-09-28,West,P00875,Groceries,Fruits,301.52,-87.16,47
2024-01-24,East,P00652,Electronics,Phones,397.78,-70.34,289
2020-02-05,West,P00022,Clothing,Pants,947.04,-97.34,302
2022-06-05,North,P00562,Electronics,Phones,350.38,67,208
2022-07-11,West,P00999,Furniture,Tables,11.35,0.65,294
2020-10-12,West,P00659,Electronics,Laptops,368.67,-2.93,56
2024-02-03,East,P00896,Groceries,Vegetables,354.08,67.91,105
2023-05-13,South,P00791,Groceries,Fruits,0,163.53,218
2022-07-15,South,P00945,Groceries,Fruits,609.47,53.53,85
2022-07-09,East,P00586,Toys,Board Games,891.41,124.79,314
2020-12-11,South,P00118,Electronics,Phones,443.01,158.81,129
2020-01-27,South,P00357,Electronics,Accessories,705.82,134.98,180
2022-09-17,West,P00813,Furniture,Tables,68.41,29.07,185
2022-10-14,North,P00610,Clothing,Pants,241.06,109.2,241
2022-07-14,East,P00164,Clothing,Shirts,965.75,368.54,328
2021-04-14,East,P00665,Electronics,Phones,807.63,-137.87,128
2021-09-17,West,P00031,Clothing,Shirts,924.84,439.83,168
2023-06-22,South,P00866,Electronics,Laptops,794.58,-155.45,156
2023-11-23,West,P00060,Clothing,Shirts,975.68,388.04,343
2020-06-01,South,P00681,Electronics,Laptops,899.24,148.44,307
2021-06-02,South,P00905,Furniture,Tables,240.27,46.49,3
2022-10-14,South,P00228,Toys,Puzzles,526.27,205.01,10
2021-12-29,West,P00798,Clothing,Pants,448.44,41.67,175
2020-08-07,East,P00251,Clothing,Shoes,681.09,95.3,38
2022-08-11,North,P00216,Furniture,Tables,84.52,-20.4,338
2022-11-17,South,P00548,Groceries,Beverages,109.28,-3.4,17
2021-11-05,West,P00739,Electronics,Accessories,490.64,-15.51,296
2020-05-28,South,P00597,Electronics,Accessories,554.79,-46.04,115
2020-05-23,East,P00307,Groceries,Beverages,120.2,-15.66,349
2022-04-28,East,P00576,Furniture,Chairs,42.58,7.84,302
2022-10-25,East,P00951,Furniture,Tables,899.25,-29.7,292
2021-12-08,East,P00635,Toys,Board Games,111.8,-28.8,14
2022-03-13,North,P00142,Clothing,Pants,677.28,-130.91,127
2021-05-02,South,P00329,Clothing,Shoes,515.61,-120.74,232
2023-05-22,East,P00497,Clothing,Shoes,778.26,171.58,321
2022-01-02,East,P00237,Groceries,Vegetables,778.38,99.68,224
2021-07-30,North,P00849,Electronics,Accessories,696.75,-29.17,182
2021-08-11,South,P00365,Clothing,Shoes,565.5,71.71,217
2021-11-12,0,P00643,Furniture,Chairs,981.91,28.31,74
2023-05-28,North,P00992,Groceries,Vegetables,442.41,129.34,93
2020-05-24,West,P00609,Groceries,Fruits,377.7,-101.41,303
2020-09-28,West,P00810,Furniture,Chairs,614.54,-125.73,86
2021-04-29,West,P00150,Groceries,Vegetables,175.95,65.14,95
2021-04-18,East,P00510,Clothing,Shirts,710.07,-25.73,248
2020-12-06,North,P00927,Electronics,Phones,885.88,312.22,75
2022-07-12,South,P00836,Groceries,Fruits,945.52,205.31,143
2020-02-14,East,P00309,Toys,Action Figures,731.36,158.39,167
2023-03-23,South,P00195,Groceries,Vegetables,221.76,39.54,262
2023-10-26,West,P00936,Toys,Board Games,299.52,-70.35,99
2022-03-04,East,P00208,Electronics,Phones,889.02,20.76,117
2020-05-09,South,P00134,Electronics,Laptops,890.35,-117.65,218
2023-05-24,South,P00174,Electronics,Laptops,704.93,68.31,147
2021-07-26,South,P00413,Toys,Board Games,954.82,-129.3,347
2021-05-13,West,P00293,Furniture,Tables,593.61,-14.48,354
2023-09-21,West,P00835,Clothing,Shirts,889.9,-33.5,352
2020-12-21,West,P00129,Clothing,Shoes,180.67,49.82,136
2021-03-22,East,P00385,Toys,Board Games,0,331.94,302
2021-04-17,West,P00992,Clothing,Shirts,320.74,79.34,79
2021-01-31,North,P00528,Toys,Puzzles,22.26,0.43,74
2023-09-06,West,P00924,Groceries,Fruits,18.22,8.67,25
2024-01-10,East,P00675,Toys,Action Figures,966.44,394.39,278
2020-11-04,East,P00423,Groceries,Beverages,591.49,-82.35,68
2022-06-25,West,P00927,Toys,Puzzles,279.87,45.52,343
2021-12-09,North,P00732,Clothing,Shoes,912.94,-131.73,343
2023-10-16,East,P00564,Clothing,Pants,112.57,-22.19,182
2023-11-26,West,P00974,Groceries,Beverages,957,-24.81,348
2023-12-09,East,P00508,Clothing,Pants,832.53,22.52,226
2020-05-06,West,P00575,Clothing,Pants,795.3,-143.06,121
2022-07-28,West,P00207,Clothing,Shoes,356.5,134.29,161
2020-03-10,South,P00552,Groceries,Beverages,866.07,-213.35,160
2022-01-10,South,P00329,Furniture,Chairs,0,-38.08,12
2022-09-14,North,P00411,Groceries,Fruits,202.11,45.46,97
2021-05-07,North,P00696,Clothing,Shirts,233.57,32.15,354
2022-03-18,North,P00368,Furniture,Tables,541.75,-70.83,288
2022-10-21,West,P00256,Clothing,Shirts,792.31,64.83,218
2022-01-29,North,P00187,Toys,Puzzles,777.08,-23.42,127
2021-08-25,North,P00835,Groceries,Fruits,87.05,8.52,226
2023-03-18,South,P00523,Toys,Board Games,832.28,-13.02,319
2020-11-14,West,P00555,Toys,Action Figures,842.48,-218.95,341
2021-01-09,South,P00703,Groceries,Beverages,572.26,-95.99,190
2020-10-17,East,P00828,Groceries,Fruits,865.77,220.44,277
2023-08-27,West,P00904,Toys,Puzzles,901.86,-44.77,121
2023-01-29,South,P00935,Toys,Action Figures,505.75,46.35,216
2021-04-06,West,P00613,Furniture,Beds,457.22,-131.4,0
2020-05-02,East,P00158,Toys,Action Figures,456.82,213.25,328
2022-11-09,North,P00017,Furniture,Tables,545.66,0,305
2020-04-17,North,P00856,Clothing,Shoes,666.82,264.74,199
2023-07-07,East,P00083,Clothing,Shirts,388.03,65.34,360
2024-01-26,South,P00224,Toys,Action Figures,164.7,21.15,290
2021-12-01,North,P00092,Electronics,Phones,542.82,0,119
2021-05-03,West,P00542,Groceries,Fruits,417.12,-35.44,36
2020-10-04,South,P00886,Furniture,Tables,197.89,-29.78,42
2022-06-05,East,P00937,Electronics,Accessories,225.08,107.33,69
2022-07-08,South,P00961,Toys,Board Games,131.56,20.03,204
2022-01-21,North,P00922,Groceries,Vegetables,221.82,105.95,82
2022-07-13,South,P00636,Electronics,Phones,186.77,-55.83,34
2021-05-07,North,P00560,Clothing,Pants,577.4,187.53,125
2022-04-24,West,P00073,Clothing,Shirts,551.04,143.7,5
2021-08-09,West,P00519,Clothing,Shirts,158.94,11.57,315
2022-08-31,North,P00873,Groceries,Vegetables,574.85,30.96,215
2023-10-17,North,P00004,Furniture,Tables,274.67,59.53,88
2021-03-31,East,P00954,Toys,Board Games,196.87,-49.14,245
2020-05-22,North,P00812,Electronics,Laptops,566.66,-55.71,240
2020-09-29,West,P00736,Furniture,Chairs,374.34,0.18,232
2020-01-21,West,P00116,Clothing,Shirts,189.68,-19.81,66
2021-01-12,West,P00551,Clothing,Shoes,138.09,15.03,269
2024-02-03,North,P00125,Furniture,Beds,239.65,-48.67,220
2021-03-05,North,P00138,Toys,Action Figures,512.78,255.7,119
2021-08-06,North,P00608,Clothing,Pants,425.55,29.29,36
2021-02-19,South,P00122,Clothing,Pants,783.91,-225.51,189
2020-03-29,South,P00287,Furniture,Tables,793.29,117.25,164
2021-02-08,South,P00447,Toys,Puzzles,234.07,17.52,242
2021-03-17,East,P00257,Toys,Puzzles,872.43,415.32,91
2020-02-02,North,P00793,Electronics,Accessories,0,376.26,342
2023-10-21,West,P00342,Electronics,Accessories,783.65,35.79,282
2021-04-30,South,P00027,Toys,Action Figures,225.49,-42.99,332
2023-01-08,East,P00170,Furniture,Chairs,609.35,161.11,187
2021-02-14,South,P00951,Groceries,Beverages,209.92,81.31,41
2020-02-02,East,P00277,Toys,Action Figures,684.7,-14,297
2020-07-12,West,P00089,Furniture,Tables,436.51,-110.9,207
2022-02-04,East,P00829,Groceries,Fruits,831.84,318.17,80
2023-03-31,East,P00374,Toys,Action Figures,25.56,1.69,323
2022-05-08,South,P00799,Electronics,Laptops,219.41,3.24,227
2021-07-09,West,P00085,Clothing,Shoes,841.61,139.22,130
2021-05-04,South,P00494,Toys,Board Games,806.35,-108.32,290
2022-04-12,North,P00040,Electronics,Accessories,103.02,20.28,276
2023-12-21,South,P00202,Toys,Action Figures,992.25,222.74,53
2020-06-15,West,P00879,Groceries,Vegetables,823.12,90.09,204
2022-11-20,North,P00576,Clothing,Shirts,194.94,43.65,16
2021-08-15,South,P00075,Electronics,Phones,982.66,228.3,166
2023-08-04,East,P00647,Toys,Action Figures,209.43,81.92,280
2024-01-01,South,P00972,Toys,Action Figures,0,-31.82,181
2021-10-23,East,P00577,Electronics,Laptops,366.81,180.13,336
2020-09-26,South,P00014,Clothing,Pants,986.49,39.7,4
2020-10-02,East,P00039,Groceries,Vegetables,891.69,-23.75,334
2020-07-16,South,P00321,Clothing,Shirts,651.69,15.13,172
2021-11-25,East,P00541,Furniture,Tables,22.53,-6.74,175
2020-01-07,West,P00384,Electronics,Phones,243.4,-8.59,41
2020-11-22,East,P00109,Electronics,Accessories,339.74,51.7,158
2020-10-11,North,P00255,Electronics,Phones,157.94,25.92,245
2021-02-23,West,P00175,Toys,Puzzles,541.71,205.59,212
2021-08-18,South,P00179,Clothing,Shoes,98.36,-23.32,133
2020-07-14,North,P00981,Groceries,Beverages,620.57,124.56,0
2022-09-04,North,P00214,Electronics,Laptops,264.17,-57.93,349
2022-07-14,South,P00877,Groceries,Vegetables,313.32,23.82,223
2021-09-04,North,P00879,Groceries,Vegetables,862.52,76.89,201
2023-10-08,South,P00388,Toys,Board Games,530.11,-110.39,26
2021-11-02,South,P00692,Electronics,Accessories,535.69,131.98,11
2021-12-15,East,P00431,Toys,Puzzles,300.9,91.7,38
2022-07-12,North,P00877,Furniture,Beds,256.22,62.15,156
2020-04-24,North,P00020,Clothing,Pants,670.2,281.42,182
2020-01-30,West,P00666,Furniture,Chairs,68.93,11.39,206
2022-03-12,West,P00042,Furniture,Beds,662.94,91.56,8
2022-10-01,East,P00881,Furniture,Chairs,118.63,-24.03,95
2022-04-25,South,P00762,Toys,Puzzles,170.16,-0.77,269
2020-01-04,West,P00065,Furniture,Chairs,546.23,5.61,53
2022-02-25,West,P00534,Clothing,Pants,168.74,-39.08,255
2020-02-09,East,P00307,Clothing,Shoes,759.03,271.69,259
2024-01-12,West,P00991,Groceries,Fruits,81.17,16.85,14
2023-09-26,South,P00447,Toys,Board Games,767.41,351.73,171
2021-05-31,South,P00931,Clothing,Pants,241.35,22.14,159
2023-10-26,South,P00813,Groceries,Beverages,393.78,15.99,82
2020-10-09,South,P00389,Clothing,Shoes,41.14,10.55,48
2020-12-01,South,P00071,Groceries,Beverages,777.55,265.4,0
2022-12-09,North,P00309,Furniture,Tables,284.6,22.97,4
2020-06-12,West,P00374,Electronics,Phones,394.54,140.67,307
2021-06-29,North,P00659,Toys,Puzzles,607.61,253.02,142
2021-10-15,North,P00433,Furniture,Tables,779.56,-139.08,131
2023-06-04,North,P00484,Furniture,Chairs,44.63,-4.07,345
2021-02-12,South,P00712,Clothing,Shoes,709.06,346.79,246
